persona_a,persona_b,pair_id,task_type,retain_mechanism,switch_condition,matched_control_condition,n_common_samples,primary_metric_name,primary_switch_value,primary_control_value,primary_gap_abs,scs_metric_name,scs_value,rai_metric_name,rai_value,switch_reaches_target_b,final_type_switch,target_persona_b
ISFP,ISFJ,ISFP_to_ISFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9247,rai_item_agreement_gap,-0.3441,True,ISFJ,ISFJ
ISFP,ISFJ,ISFP_to_ISFJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7624,0.7683,0.0059,scs_predicted_agreement_with_matched_b_control,0.1667,mean_rai_margin_a_minus_target,-0.0335,,,
ISFP,ISFJ,ISFP_to_ISFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7532,0.7472,0.006,scs_predicted_agreement_with_matched_b_control,0.4667,mean_rai_margin_a_minus_target,-0.037,,,
ISFP,ISFJ,ISFP_to_ISFJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.7,0.5667,0.1333,scs_lexical_similarity_to_matched_b_control,0.5117,rai_lexical_gap,-0.0355,,,
ISFP,ISFJ,ISFP_to_ISFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6667,0.6667,0.0,scs_lexical_similarity_to_matched_b_control,0.5277,rai_lexical_gap,-0.0543,,,
ISFP,ENTJ,ISFP_to_ENTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,0.75,0.25,scs_item_agreement_with_matched_b_control,0.7957,rai_item_agreement_gap,-0.3871,True,ENTJ,ENTJ
ISFP,ENTJ,ISFP_to_ENTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,0.75,0.25,scs_item_agreement_with_matched_b_control,0.8817,rai_item_agreement_gap,-0.5699,True,ENTJ,ENTJ
ISFP,ENTJ,ISFP_to_ENTJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7281,0.7413,0.0132,scs_predicted_agreement_with_matched_b_control,0.2333,mean_rai_margin_a_minus_target,-0.0211,,,
ISFP,ENTJ,ISFP_to_ENTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7315,0.6829,0.0486,scs_predicted_agreement_with_matched_b_control,0.4333,mean_rai_margin_a_minus_target,-0.0749,,,
ISFP,ENTJ,ISFP_to_ENTJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6667,0.6,0.0667,scs_lexical_similarity_to_matched_b_control,0.5071,rai_lexical_gap,-0.0422,,,
ISFP,ENTJ,ISFP_to_ENTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7,0.7333,0.0333,scs_lexical_similarity_to_matched_b_control,0.4927,rai_lexical_gap,-0.0081,,,
ISFP,ENTP,ISFP_to_ENTP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9355,rai_item_agreement_gap,-0.3763,True,ENTP,ENTP
ISFP,ENTP,ISFP_to_ENTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9247,rai_item_agreement_gap,-0.4301,True,ENTP,ENTP
ISFP,ENTP,ISFP_to_ENTP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7051,0.7165,0.0114,scs_predicted_agreement_with_matched_b_control,0.4,mean_rai_margin_a_minus_target,-0.0686,,,
ISFP,ENTP,ISFP_to_ENTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7076,0.7022,0.0054,scs_predicted_agreement_with_matched_b_control,0.3667,mean_rai_margin_a_minus_target,-0.0695,,,
ISFP,ENTP,ISFP_to_ENTP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6667,0.6,0.0667,scs_lexical_similarity_to_matched_b_control,0.4778,rai_lexical_gap,0.0221,,,
ISFP,ENTP,ISFP_to_ENTP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6667,0.7,0.0333,scs_lexical_similarity_to_matched_b_control,0.4672,rai_lexical_gap,-0.0299,,,
ISFP,ESTP,ISFP_to_ESTP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.75,0.75,0.0,scs_item_agreement_with_matched_b_control,0.8925,rai_item_agreement_gap,-0.3656,False,EXTP,ESTP
ISFP,ESTP,ISFP_to_ESTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.871,rai_item_agreement_gap,-0.4409,True,ESTP,ESTP
ISFP,ESTP,ISFP_to_ESTP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.682,0.6872,0.0052,scs_predicted_agreement_with_matched_b_control,0.2667,mean_rai_margin_a_minus_target,-0.0466,,,
ISFP,ESTP,ISFP_to_ESTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.6701,0.6395,0.0306,scs_predicted_agreement_with_matched_b_control,0.2,mean_rai_margin_a_minus_target,-0.0275,,,
ISFP,ESTP,ISFP_to_ESTP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6333,0.6333,0.0,scs_lexical_similarity_to_matched_b_control,0.5212,rai_lexical_gap,-0.0131,,,
ISFP,ESTP,ISFP_to_ESTP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7333,0.7667,0.0334,scs_lexical_similarity_to_matched_b_control,0.5132,rai_lexical_gap,-0.0387,,,
ISFP,ISTP,ISFP_to_ISTP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.8172,rai_item_agreement_gap,-0.1505,True,ISTP,ISTP
ISFP,ISTP,ISFP_to_ISTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,0.75,1.0,0.25,scs_item_agreement_with_matched_b_control,0.9462,rai_item_agreement_gap,-0.4731,False,ISTX,ISTP
ISFP,ISTP,ISFP_to_ISTP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7009,0.6857,0.0152,scs_predicted_agreement_with_matched_b_control,0.3667,mean_rai_margin_a_minus_target,-0.0332,,,
ISFP,ISTP,ISFP_to_ISTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7037,0.6581,0.0456,scs_predicted_agreement_with_matched_b_control,0.3333,mean_rai_margin_a_minus_target,-0.034,,,
ISFP,ISTP,ISFP_to_ISTP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6667,0.6667,0.0,scs_lexical_similarity_to_matched_b_control,0.5172,rai_lexical_gap,-0.0062,,,
ISFP,ISTP,ISFP_to_ISTP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7,0.7,0.0,scs_lexical_similarity_to_matched_b_control,0.5204,rai_lexical_gap,-0.0624,,,
ISFP,ENFP,ISFP_to_ENFP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9355,rai_item_agreement_gap,-0.2473,True,ENFP,ENFP
ISFP,ENFP,ISFP_to_ENFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9462,rai_item_agreement_gap,-0.2366,True,ENFP,ENFP
ISFP,ENFP,ISFP_to_ENFP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7249,0.6953,0.0296,scs_predicted_agreement_with_matched_b_control,0.5333,mean_rai_margin_a_minus_target,-0.0355,,,
ISFP,ENFP,ISFP_to_ENFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7003,0.6762,0.0241,scs_predicted_agreement_with_matched_b_control,0.3667,mean_rai_margin_a_minus_target,-0.0342,,,
ISFP,ENFP,ISFP_to_ENFP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6667,0.6667,0.0,scs_lexical_similarity_to_matched_b_control,0.5183,rai_lexical_gap,-0.0222,,,
ISFP,ENFP,ISFP_to_ENFP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6333,0.7333,0.1,scs_lexical_similarity_to_matched_b_control,0.4243,rai_lexical_gap,0.0244,,,
ISFP,ISTJ,ISFP_to_ISTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.8817,rai_item_agreement_gap,-0.4086,True,ISTJ,ISTJ
ISFP,ISTJ,ISFP_to_ISTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9785,rai_item_agreement_gap,-0.6237,True,ISTJ,ISTJ
ISFP,ISTJ,ISFP_to_ISTJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7414,0.7932,0.0518,scs_predicted_agreement_with_matched_b_control,0.1667,mean_rai_margin_a_minus_target,-0.0407,,,
ISFP,ISTJ,ISFP_to_ISTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7769,0.7541,0.0228,scs_predicted_agreement_with_matched_b_control,0.4333,mean_rai_margin_a_minus_target,-0.0818,,,
ISFP,ISTJ,ISFP_to_ISTJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6333,0.6,0.0333,scs_lexical_similarity_to_matched_b_control,0.4759,rai_lexical_gap,0.0184,,,
ISFP,ISTJ,ISFP_to_ISTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6667,0.7,0.0333,scs_lexical_similarity_to_matched_b_control,0.5182,rai_lexical_gap,-0.0309,,,
ISFP,INTP,ISFP_to_INTP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,0.75,0.25,scs_item_agreement_with_matched_b_control,0.828,rai_item_agreement_gap,-0.086,True,INTP,INTP
ISFP,INTP,ISFP_to_INTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,0.75,0.75,0.0,scs_item_agreement_with_matched_b_control,0.9355,rai_item_agreement_gap,-0.3656,False,INTJ,INTP
ISFP,INTP,ISFP_to_INTP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7703,0.7412,0.0291,scs_predicted_agreement_with_matched_b_control,0.3667,mean_rai_margin_a_minus_target,-0.0303,,,
ISFP,INTP,ISFP_to_INTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7446,0.7356,0.009,scs_predicted_agreement_with_matched_b_control,0.4,mean_rai_margin_a_minus_target,-0.054,,,
ISFP,INTP,ISFP_to_INTP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6333,0.6333,0.0,scs_lexical_similarity_to_matched_b_control,0.5369,rai_lexical_gap,-0.0471,,,
ISFP,INTP,ISFP_to_INTP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6667,0.6333,0.0334,scs_lexical_similarity_to_matched_b_control,0.4797,rai_lexical_gap,-0.0011,,,
ISFP,INFP,ISFP_to_INFP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9677,rai_item_agreement_gap,-0.086,True,INFP,INFP
ISFP,INFP,ISFP_to_INFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.8925,rai_item_agreement_gap,-0.0645,True,INFP,INFP
ISFP,INFP,ISFP_to_INFP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7715,0.743,0.0285,scs_predicted_agreement_with_matched_b_control,0.3,mean_rai_margin_a_minus_target,0.0013,,,
ISFP,INFP,ISFP_to_INFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7422,0.7241,0.0181,scs_predicted_agreement_with_matched_b_control,0.4,mean_rai_margin_a_minus_target,-0.0108,,,
ISFP,INFP,ISFP_to_INFP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6,0.6667,0.0667,scs_lexical_similarity_to_matched_b_control,0.4815,rai_lexical_gap,0.0211,,,
ISFP,INFP,ISFP_to_INFP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6667,0.6333,0.0334,scs_lexical_similarity_to_matched_b_control,0.5226,rai_lexical_gap,-0.0346,,,
ISFP,ESFJ,ISFP_to_ESFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.871,rai_item_agreement_gap,-0.2903,True,ESFJ,ESFJ
ISFP,ESFJ,ISFP_to_ESFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.914,rai_item_agreement_gap,-0.4301,True,ESFJ,ESFJ
ISFP,ESFJ,ISFP_to_ESFJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7297,0.7263,0.0034,scs_predicted_agreement_with_matched_b_control,0.3667,mean_rai_margin_a_minus_target,-0.0231,,,
ISFP,ESFJ,ISFP_to_ESFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7299,0.701,0.0289,scs_predicted_agreement_with_matched_b_control,0.3333,mean_rai_margin_a_minus_target,-0.0268,,,
ISFP,ESFJ,ISFP_to_ESFJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6333,0.5667,0.0666,scs_lexical_similarity_to_matched_b_control,0.4603,rai_lexical_gap,0.0402,,,
ISFP,ESFJ,ISFP_to_ESFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6667,0.7,0.0333,scs_lexical_similarity_to_matched_b_control,0.4616,rai_lexical_gap,-0.0265,,,
ISFP,ESTJ,ISFP_to_ESTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.8065,rai_item_agreement_gap,-0.4946,True,ESTJ,ESTJ
ISFP,ESTJ,ISFP_to_ESTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9247,rai_item_agreement_gap,-0.7097,True,ESTJ,ESTJ
ISFP,ESTJ,ISFP_to_ESTJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7393,0.7676,0.0283,scs_predicted_agreement_with_matched_b_control,0.3,mean_rai_margin_a_minus_target,-0.0552,,,
ISFP,ESTJ,ISFP_to_ESTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7508,0.7417,0.0091,scs_predicted_agreement_with_matched_b_control,0.4667,mean_rai_margin_a_minus_target,-0.0932,,,
ISFP,ESTJ,ISFP_to_ESTJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6333,0.7,0.0667,scs_lexical_similarity_to_matched_b_control,0.5152,rai_lexical_gap,-0.0145,,,
ISFP,ESTJ,ISFP_to_ESTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7,0.7667,0.0667,scs_lexical_similarity_to_matched_b_control,0.5037,rai_lexical_gap,-0.0404,,,
ENFP,INTJ,ENFP_to_INTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.75,1.0,0.25,scs_item_agreement_with_matched_b_control,0.6559,rai_item_agreement_gap,-0.0538,False,INFJ,INTJ
ENFP,INTJ,ENFP_to_INTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.914,rai_item_agreement_gap,-0.6022,True,INTJ,INTJ
ENFP,INTJ,ENFP_to_INTJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7038,0.7631,0.0593,scs_predicted_agreement_with_matched_b_control,0.1667,mean_rai_margin_a_minus_target,-0.0142,,,
ENFP,INTJ,ENFP_to_INTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.744,0.7487,0.0047,scs_predicted_agreement_with_matched_b_control,0.3667,mean_rai_margin_a_minus_target,-0.0704,,,
ENFP,INTJ,ENFP_to_INTJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6333,0.6333,0.0,scs_lexical_similarity_to_matched_b_control,0.4984,rai_lexical_gap,-0.023,,,
ENFP,INTJ,ENFP_to_INTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6667,0.6667,0.0,scs_lexical_similarity_to_matched_b_control,0.4858,rai_lexical_gap,-0.0372,,,
ENFP,ESFP,ENFP_to_ESFP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.75,0.75,0.0,scs_item_agreement_with_matched_b_control,0.9247,rai_item_agreement_gap,0.0108,False,ENFP,ESFP
ENFP,ESFP,ENFP_to_ESFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,0.75,0.75,0.0,scs_item_agreement_with_matched_b_control,0.914,rai_item_agreement_gap,-0.0753,False,ENFP,ESFP
ENFP,ESFP,ENFP_to_ESFP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.6788,0.663,0.0158,scs_predicted_agreement_with_matched_b_control,0.4667,mean_rai_margin_a_minus_target,0.0209,,,
ENFP,ESFP,ENFP_to_ESFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.6463,0.6405,0.0058,scs_predicted_agreement_with_matched_b_control,0.4333,mean_rai_margin_a_minus_target,0.0038,,,
ENFP,ESFP,ENFP_to_ESFP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6333,0.6333,0.0,scs_lexical_similarity_to_matched_b_control,0.5116,rai_lexical_gap,-0.0487,,,
ENFP,ESFP,ENFP_to_ESFP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7333,0.6667,0.0666,scs_lexical_similarity_to_matched_b_control,0.4765,rai_lexical_gap,-0.059,,,
ENFP,INFJ,ENFP_to_INFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.828,rai_item_agreement_gap,-0.0968,True,INFJ,INFJ
ENFP,INFJ,ENFP_to_INFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9355,rai_item_agreement_gap,-0.3656,True,INFJ,INFJ
ENFP,INFJ,ENFP_to_INFJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7261,0.7556,0.0295,scs_predicted_agreement_with_matched_b_control,0.4333,mean_rai_margin_a_minus_target,0.012,,,
ENFP,INFJ,ENFP_to_INFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7499,0.76,0.0101,scs_predicted_agreement_with_matched_b_control,0.5333,mean_rai_margin_a_minus_target,-0.0061,,,
ENFP,INFJ,ENFP_to_INFJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6333,0.6333,0.0,scs_lexical_similarity_to_matched_b_control,0.5056,rai_lexical_gap,-0.0517,,,
ENFP,INFJ,ENFP_to_INFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7,0.6667,0.0333,scs_lexical_similarity_to_matched_b_control,0.4822,rai_lexical_gap,0.0068,,,
ENFP,ENFJ,ENFP_to_ENFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.75,1.0,0.25,scs_item_agreement_with_matched_b_control,0.8172,rai_item_agreement_gap,0.0753,False,ENFP,ENFJ
ENFP,ENFJ,ENFP_to_ENFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9247,rai_item_agreement_gap,-0.1398,True,ENFJ,ENFJ
ENFP,ENFJ,ENFP_to_ENFJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7043,0.771,0.0667,scs_predicted_agreement_with_matched_b_control,0.1667,mean_rai_margin_a_minus_target,0.0368,,,
ENFP,ENFJ,ENFP_to_ENFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7288,0.7657,0.0369,scs_predicted_agreement_with_matched_b_control,0.3333,mean_rai_margin_a_minus_target,0.0063,,,
ENFP,ENFJ,ENFP_to_ENFJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6,0.6,0.0,scs_lexical_similarity_to_matched_b_control,0.4925,rai_lexical_gap,-0.0578,,,
ENFP,ENFJ,ENFP_to_ENFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6667,0.6333,0.0334,scs_lexical_similarity_to_matched_b_control,0.4614,rai_lexical_gap,-0.0399,,,
ENFP,ISFJ,ENFP_to_ISFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.5,1.0,0.5,scs_item_agreement_with_matched_b_control,0.7204,rai_item_agreement_gap,-0.1075,False,ENFJ,ISFJ
ENFP,ISFJ,ENFP_to_ISFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9462,rai_item_agreement_gap,-0.6022,True,ISFJ,ISFJ
ENFP,ISFJ,ENFP_to_ISFJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7307,0.7683,0.0376,scs_predicted_agreement_with_matched_b_control,0.2333,mean_rai_margin_a_minus_target,-0.008,,,
ENFP,ISFJ,ENFP_to_ISFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7326,0.7472,0.0146,scs_predicted_agreement_with_matched_b_control,0.2333,mean_rai_margin_a_minus_target,-0.0463,,,
ENFP,ISFJ,ENFP_to_ISFJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6667,0.5667,0.1,scs_lexical_similarity_to_matched_b_control,0.5655,rai_lexical_gap,-0.1164,,,
ENFP,ISFJ,ENFP_to_ISFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6667,0.6667,0.0,scs_lexical_similarity_to_matched_b_control,0.494,rai_lexical_gap,-0.0622,,,
ENFP,ENTJ,ENFP_to_ENTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,0.75,0.25,scs_item_agreement_with_matched_b_control,0.7204,rai_item_agreement_gap,-0.043,True,ENTJ,ENTJ
ENFP,ENTJ,ENFP_to_ENTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,0.75,0.25,scs_item_agreement_with_matched_b_control,0.871,rai_item_agreement_gap,-0.3763,True,ENTJ,ENTJ
ENFP,ENTJ,ENFP_to_ENTJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7152,0.7413,0.0261,scs_predicted_agreement_with_matched_b_control,0.2667,mean_rai_margin_a_minus_target,-0.0047,,,
ENFP,ENTJ,ENFP_to_ENTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7107,0.6829,0.0278,scs_predicted_agreement_with_matched_b_control,0.5,mean_rai_margin_a_minus_target,-0.0477,,,
ENFP,ENTJ,ENFP_to_ENTJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6333,0.6,0.0333,scs_lexical_similarity_to_matched_b_control,0.4805,rai_lexical_gap,-0.0345,,,
ENFP,ENTJ,ENFP_to_ENTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7,0.7333,0.0333,scs_lexical_similarity_to_matched_b_control,0.5191,rai_lexical_gap,-0.0691,,,
ENFP,ENTP,ENFP_to_ENTP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.8817,rai_item_agreement_gap,-0.043,True,ENTP,ENTP
ENFP,ENTP,ENFP_to_ENTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9247,rai_item_agreement_gap,-0.1935,True,ENTP,ENTP
ENFP,ENTP,ENFP_to_ENTP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7151,0.7165,0.0014,scs_predicted_agreement_with_matched_b_control,0.3333,mean_rai_margin_a_minus_target,-0.0127,,,
ENFP,ENTP,ENFP_to_ENTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.6787,0.7022,0.0235,scs_predicted_agreement_with_matched_b_control,0.3667,mean_rai_margin_a_minus_target,-0.0186,,,
ENFP,ENTP,ENFP_to_ENTP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6,0.6,0.0,scs_lexical_similarity_to_matched_b_control,0.4889,rai_lexical_gap,-0.0464,,,
ENFP,ENTP,ENFP_to_ENTP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6333,0.7,0.0667,scs_lexical_similarity_to_matched_b_control,0.4785,rai_lexical_gap,-0.0455,,,
ENFP,ESTP,ENFP_to_ESTP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.75,0.75,0.0,scs_item_agreement_with_matched_b_control,0.828,rai_item_agreement_gap,-0.043,False,ENTP,ESTP
ENFP,ESTP,ENFP_to_ESTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,0.75,1.0,0.25,scs_item_agreement_with_matched_b_control,0.9247,rai_item_agreement_gap,-0.2903,False,ENTP,ESTP
